team_nr,Organisatie,aantalteam,leeftijd_gem,geslacht,ervaring,tijd,gehaald,Introductie,centraal1,centraal2,centraal3,centraal5_,centraal6_,extern1_,extern2_,extern3,extern4,extern5,extern6,extern7,open1_,open2,open3,open4,extravert2_,extravert3_,extravert5,extravert6,extravert7,extravert8,lang1,lang2,lang3_,lang4_,lang5_,direct1,direct2,direct3_,direct4_,direct5_,taak1,taak2,taak3,taak4_,taak5_,taak6_,sturing1,sturing2,sturing3,sturing5,sturing8_,consensus1_,consensus2_,consensus3,consensus4,consensus5,VAR00003,centraal5R,centraal6R,extern1R,extern2R,open1R,taak4R,taak5R,taak6R,consensus2R,sturing8R,consensus1R,extravert2R,extravert3R,lang3R,lang4R,lang5R,direct3R,direct4R,direct5R,CentraalGEM,ExternGEM,OpenGEM,TaakGEM,SturingGEM,ConsensusGEM,ExtravertGEM,langGEM,DirectGEM,filter_$,SturingGEM1
57,NHL 2016,5,19.2,40,0,20,2, ,5,5,4.5,1,1,1,1,2,1,3.5,5,2.5,1,4,5,1.5,4.5,5,1.5,1,2.5,5,1,1,5,5,5,3.5,1,3.5,4,1,4,2,2,1,4,1,2,1.5,2.5,4,5,1,1.5,3,1.5,5,4.5,5,5,5,5,5,5,2,5,4.5,1,5,1.5,1,1,1,1,2.5,2,5,4.9,3.428571429,3.875,3.333333333,2.2,3.8,2.083333333,1,2.8,0,2.2
58,NHL 2016,5,18.8,60,0,16.34,1, ,2.5,4,1,4.5,5,4.5,1.5,4,4.5,1,5,1,4,2.5,3,1,3.5,3.5,2,1,2,4,4.5,3.5,2,4,2.5,3,2,3,4,1,3.5,4,4,4,4,1,5,3.5,4.5,4,1,4,4,1,1,1,5,1.5,1,1.5,4.5,2,2,2,5,2,5,2,2.5,2.5,4,2,3.5,3,2,5,2,3.071428571,2.125,3.416666667,4.4,1.4,2.333333333,3.5,3,1,4.4
59,NHL 2016,5,22.2,60,0,19.57,1, ,2,2,4,4,4,4,4,3.5,1, ,2.5,3.5, ,1.5,1,3,2.5,2,3.5,1.5,3.5,3,4,4,2,3,2,2,1.5,2,3.5,4.5, ,1.5,3.5,1.5,2,1,2,3,3,2.5,5,3,5,1,1,1,2.5,2,2,2,2, ,4.5,4,5,1,1,3,3.5,4,4,3,4,4,2.5,1.5,2.4,2.416666667,1.833333333,3.7,2.3,1.4,3.166666667,3.8,2.3,1,2.3
61,Kanselarij 2016,5,18.25,60,0,20,2, ,4.5,2,4,2.5,1.5,2,3,3.5,2,2,2.5,3.5,4,2,4,4,4,4,2.5,1,1,4.5,1,1,5,5,4,3.5,1,1,4,4,4,3,1.5,1.5,4,2,3,1.5,3.5,1.5,4,1.5,4.5,1.5, ,1.5,1,3.5,4.5,4,3,2,4.5,2,4,1.5,2,4.5,2,2,1,1,2,5,2,2,3.7,2.928571429,3,3.166666667,2.3,2.25,2.166666667,1.2,2.7,0,2.3
62,Kanselarij 2016,5,18.5,80,0,20,2, ,4.5,4,3,2,3,1.5,2,1.5,1.5,2.5,3.5,4.5,2.5,4,2.5,3,2.5,1.5,2,4,4,3,2,2.5,3.5,4,3.5,4,4,1,1.5,3.5,4,3.5,4.5,1.5,3,1,3.5,2.5,3.5,2.5,2,2,2.5,3,1.5,3.5,1,4,3,4.5,4,3.5,4.5,3,5,3.5,4,4,3.5,4.5,2.5,2,2.5,5,4.5,2.5,3.7,3.142857143,3.25,4.083333333,3.2,3.1,3.5,2.3,4,0,3.2
63,Kanselarij 2016,5,18.25,80,0,20,2, ,5,2.5,4.5,3,2,2,3.5,3.5,3, , ,4,4,4,2,2,2,2,3,3.5,3.5,2.5,2.5,4,3,4,4,4,4.5,1,1,2,2.5,2,4.5,1.5,4,1,2,1.5,2.5,1.5,4,4,4.5,1, ,2,4,3,4,4,2.5,2,4.5,2,5,1.5,2,2,4,4,3,2,2,5,5,4,3.8,3.4,2.5,3.416666667,1.9,1.625,3.416666667,2.7,4.5,0,1.9
64,Kanselarij 2016,4,17.75,100,0,20,2, ,4,4,5,2,2,4,2,1.5,3,2.5,2,2,2.5,4,4,2,3.5,3.5,1.5,4,2,4,2,2,4,4,5,3.5,4,2,2,4,4,3,4,1.5,1.5,1.5,2,2.5,1.5,1.5,3.5,1.5,2,4,2,1.5,2,4,4,2,4,3.5,4.5,4.5,4.5,4,2.5,4.5,2.5,2.5,2,2,1,4,4,2,4.2,2.428571429,3.375,4.083333333,2,3.2,2.75,1.8,3.5,0,2
65,Kanselarij 2016,6,17.5,87,0,18.31,1, ,3.5,4,2,3.5,4,1,1,2.5,3.5,4,5,4,1,5,4,4,2,1,4,4.5,4,5,4,4,1.5,3.5,2,4,5,1,1,2,3.5,4,5,1,3.5,1.5,4.5,4,4,3.5,1,4,1.5,2,1.5,4,1,2.5,2,5,5,5,5,2.5,4.5,4.5,5,2,4,5,4.5,2.5,4,5,5,4,2.8,4.142857143,4.5,4.083333333,4.2,2.8,4.416666667,3.8,4.6,1,4.2
66,Kanselarij 2016,4,18.75,75,0,20,2, ,2.5,2,2.5,4.5,4.5,2,2,4,4.5,1.5,4,2.5,2.5,4,4.5,3.5,5,4.5,1,1.5,1,4,3.5,3.5,2.5,2.5,3,2,1,3.5,5,3,1,2,2,4,4,4,4,3.5,4,2,2,2,1,5,4,1.5,4,1.5,1.5,4,4,3.5,2,2,2,5,4,4,1,1.5,3.5,3.5,3,2.5,1,3,2,3.5,3.875,1.833333333,3.5,3.9,1.666666667,3.4,1.9,0,3.5
67,Kanselarij 2016,4,18.25,100,0,19.52,1, ,2,1.5,1.5,4.5,5,1.5,1,2,4,3.5,4.5,4,1,3,4,5,2,2,4.5,3.5,4.5,5,4.5,4,1,2,1,4,4.5,3.5,2.5,2,5,4,4,2.5,4.5,2,4.5,3.5,4.5,4,1,4.5,4,1.5,1.5,4,4.5,1.5,1,4.5,5,5,3.5,1.5,4,2,5,1.5,4,4,5,4,5,2.5,3.5,4,1.5,3.928571429,4.25,3.666666667,4.3,2.1,4.25,4.5,3.7,1,4.3
68,Kanselarij 2016,3,25.5,66.7,0,20,2, ,2,2,3.5,4.5,5,4.5,4,2,2,1.5,2,2,4,2,2.5,2.5,4,5,1,1,1.5,2,4,4,2,2,2,2,1,2,4,3,1.5,1.5,2,3.5,3,2.5,2,2,1,1.5,3.5,1.5,1.5,3.5,4,4,1.5,1.5,1,1.5,2,2,2.5,3,3.5,4.5,2.5,4.5,2,1,4,4,4,4,2,3,2,1.857142857,2.25,2.333333333,1.8,4.1,1.416666667,4,2.4,0,1.8
69,Kanselarij 2016,4,46.7,25,0,20,2, ,4,4.5,4.5,2.5,2,1.5,2,2,4,4.5,4.5,3.5,1.5,4,5,4.5,3.5,2,3.5,2,1.5,5,1.5,1,4.5,4,4,3,1.5,3.5,4.5,4,2,4,2,4,4.5,4,4.5,4,4,3.5,1.5,1.5,1,5,4.5,1.5,4.5,3.5,4,4.5,4,4.5,2,1.5,2,5,4.5,4.5,2.5,4,1.5,2,2,2.5,1.5,2,4.1,3.857142857,4.5,2.25,4.1,4.1,3.083333333,1.6,2.1,0,4.1
70,Kanselarij 2016,6,19.15,100,0,20,2, ,3.5,2.5,1.5,5,4.5,5,5,1,2.5,2,1.5,1.5,4,2,3,3.5,4,4.5,2,1.5,2,4,4,3.5,1.5,3,3.5,2,1.5,3,5,4.5,1,2,1,4.5,1.5,3,2,4,2,2,4,2,4,4.5,5,4,4,1,1.5,1,1,2,1.5,4.5,3,2,2,4,2,1.5,4.5,3,2.5,3,1,1.5,2,1.5,2.625,2.166666667,2.4,3.9,2.166666667,3.5,1.8,0,2.4
71,Kanselarij 2016,4,18.8,50,0,20,2, ,4,4.5,5,1.5,1.5,2,1,1.5,1.5,2,3.5,2,1.5,3.5,5,4.5,4,3.5,2,2,1.5,4,1.5,1,4.5,4.5, ,5,5,2,1,3,4,3.5,4.5,1,2,1.5,4,4,3.5,2,2.5,2,2,4.5,4.5,5,2,4.5,4.5,4,5,4.5,5,4,4.5,4,3.5,4,2,2.5,1.5,1.5, ,4,5,3,4.5,2.785714286,4.375,4.25,3.4,4.4,2.333333333,1.375,4.4,0,3.4
72,Kanselarij 2016,5,20.25,50,0,20,2, ,2,3.5,1,4,5,4,3.5,4,3.5,1.5,4,1.5,2.5,3.5,3.5,4,4.5,3.5,2,1,1,4,4,3.5,2,2,4,3.5,1.5,2,4,3.5,1.5,3.5,2,4,3.5,2.5,4.5,3.5,4,2,1,2,4,4,4,1.5,4,2,1,2,2.5,3.5,2,2.5,3.5,2,5,4,1.5,2.5,4,4,2,4,2,2.5,1.9,2.714285714,3.625,2.5,3.8,3.1,2,3.5,2.7,0,3.8
73,Kanselarij 2016,4,30.2,25,100,19.43,1, ,4,4.5,4.5,2,2,1.5,1.5,2,4,2,5,2.5,4,2,4.5,5,4,5,2,1,2.5,4,1,1,4,4,4,3,2,4,5,3.5,2,2,1,4.5,4,4,1,2.5,2,1.5,5,4,1.5,4,1.5,2,5,4,4,4.5,4.5,2,1.5,2,2,4.5,1,2,2,1,2,2,2,2,1,2.5,4.2,3.5,3.375,1.75,1.6,2.8,2.083333333,1.6,2.1,1,1.6
74,Kanselarij 2016,6,38.5,50,33.3,18.53,1, ,2,2,1.5,4.5,4.5,2.5,4,4.5,4.5,4.5,4.5,4,5,2,2,2.5,2,1.5,4,4.5,4,5,4,4.5,1.5,1,1.5,2,2,4,4,4,2,3,1.5,4,5,4,5,4,4,4,1.5,2,3.5,4,1.5,4,4,1.5,1.5,3.5,2,1,2,1,2,2.5,4.5,4,4,4.5,4.5,5,4.5,2,2,2,1.7,3.928571429,1.875,1.916666667,4.3,3.2,4.333333333,4.5,2,1,4.3
75,Kanselarij 2016,4,28.7,25,0,20,2, ,4,4.5,3.5,3,2.5,2,1.5,2.5,4,4.5,4,3.5,2.5,3.5,4.5,4,4,4,2,2.5,2,4,2,2.5,4.5,4.5,4,2,2,4,4,4.5,3,3.5,1.5,4,4.5,3.5,4.5,5,2.5,1,2,2,1.5,5,4.5,5,5,3,3.5,4,4.5,3.5,2,1.5,2.5,4.5,4,4,2,2,1.5,1.5,2,2,2,1.5,3.7,3.857142857,3.875,2.333333333,3.4,4.6,2.416666667,1.9,1.9,0,3.4
76,Kanselarij 2016,5,20,40,40,20,2, ,4.5,2,3.5,4,4,3,1.5,2.5,4,3,4,1.5,3.5,2,2.5,2,4,4,2,1,2,4,3,3,3.5,4,4,2.5,2,1,4,4.5,1.5,3.5,3,3,4,1,1.5,3.5,4,3.5,4.5,3.5,4.5,1, ,1.5,5,2,2,3,4.5,2.5,3,2,5,1.5,1.5,2.5,2,2,2.5,2,2,5,2,1.5,2.8,3.214285714,2.25,3,2.8,1.625,2.166666667,2.5,2.6,0,2.8
77,Kanselarij 2016,3,22,33.3,0,20,2, ,5,5,4.5,2,1.5,1.5,1.5,1.5,1.5,2.5,3,3.5,3.5,2.5,2.5,3.5,3,4.5,1.5,1,3.5,4,1,1,5,5,5,3.5,1,1,4,1,1.5,2.5,2.5,3,4,1,1,2,3,2,5,1.5,2,3,3.5,3,3.5,4,4.5,4.5,4.5,2.5,3,2,5,4,1,4.5,3,1.5,1,1,1,5,2,5,4.6,3,2.75,2.75,1.8,3.6,2.416666667,1,3.3,0,1.8
78,Kanselarij 2016,5,18.75,100,0,19.31,1, ,4,3,4,1.5,2,1.5,2.5,3.5,4,1.5,3.5,1,2,2,2,1,4.5,5,1,1,1,4,2,1,4,4,4,2.5,2.5,1,2,1,5,3.5,4,1.5,3.5,1,2,2.5,4,2.5,4,2.5,4,3,1.5,2,2.5,4.5,4,4.5,3.5,4,4.5,2.5,5,2,2,3.5,1.5,1,2,2,2,5,4,5,3.9,3.071428571,2.25,4.083333333,2.6,2.4,1.583333333,1.8,3.8,1,2.6
79,Kanselarij 2016,6,19,66.7,33.3,15.38,1, ,4.5,4.5,2,3,4,3,1,2.5,1.5,3.5,4,4,1,4,3,1,2,1.5,4.5,1,4,4,4,1.5,2,4.5,4.5,3,3,1,3.5,4,1,3,2,2,4,1,4,3.5,3.5,1.5,2,1.5,4.5,1, ,1.5,4,3,2,3,5,5,4,2,5,1.5,4,4.5,4,4.5,4,1.5,1.5,5,2.5,2,3.2,3.357142857,3.25,2.833333333,3.3,2.125,3.666666667,2.5,3.1,1,3.3
80,Kanselarij 2016,5,28,40,20,19.29,1, ,5,5,2.5,2.5,4.5,1,1,2,4.5,2.5,4.5,3.5,1,5,5,1,2.5,2,4,1.5,4,3,2.5,3.5,3.5,5,4.5,2,1.5,1.5,4,4,2,4,4,4,5,1,4.5,3,4.5,3,2,1,1.5,4,4,4,2,3.5,1.5,5,5,5,2,1,5,4.5,4,5,3.5,4,2.5,1,1.5,4.5,2,2,3.5,3.857142857,4,3,3.8,4.3,3.333333333,2.2,2.4,1,3.8
81,Kanselarij 2016,5,17.5,60,0,20,2, ,1.5,3,1,5,4.5,4,4,1.5,2,2,3.5,3,4,1.5,2.5,2,2,2.5,3.5,1.5,3.5,3.5,4,3.5,2,2,1.5,4,2.5,2,2,2,2,3.5,2,3.5,3.5,2,5,4,3,4,1.5,1,4,4,5,4.5,3.5,1,1.5,2,2,2,2.5,2.5,4,2,4.5,5,4,3.5,4,4,4.5,4,4,4,1.6,2.285714286,2,2.75,4.1,4.1,3.25,4,3.7,0,4.1
82,Kanselarij 2016,6,18,66.7,0,16.56,1, ,4,1.5,1.5,4,5,1.5,1,4.5,4.5,3,4.5,4,1,4.5,5,5,4.5,4,4.5,1,3,4.5,4.5,4,4.5,4,2,2,1.5,1.5,4.5,4,4.5,4.5,1,5,5,1.5,4,5,5,4.5,1,4,1,5,4,2,4,2,1,4.5,5,5,1,1,4.5,5,5,2,1.5,2,1.5,2,4,4.5,1.5,2,2,4.285714286,4.875,2.75,4.7,3.6,2.75,3.2,2.3,1,4.7
83,Kanselarij 2016,5,14,20,0,19.59,1, ,2,2,2,4,5,4.5,4.5,1,1.5,4,1.5,4.5,1.5,4.5,4,4,1.5,1.5,5,4,4.5,4.5,4,4.5,1.5,2,2,4.5,4,2.5,3.5,4,2,2,2,4.5,2,2,5,2.5,2,5,1.5,4.5,2.5,2.5,2,1.5,2,2,1,1.5,1.5,4.5,1.5,4,4,3.5,4.5,1.5,4.5,4.5,4.5,4,4,3.5,2.5,2,1.8,2.214285714,4.25,2.583333333,3.8,2.2,4.5,4.2,3.3,1,3.8
84,Kanselarij 2016,5,25,20,0,18.54,1, ,1,2,4,3.5,5,4,4.5,4,4,4,2,4,1.5,3.5,3.5,4,1,1.5,4,5,4,1,4.5,4,1,1.5,3.5,1.5,1,3.5,5,4.5,1.5,1,1,3.5,4,4,5,2,2,2,1,2,2,4,1,2,4,2.5,1,2,1.5,4.5,2.5,2,2,4,5,4,5,4.5,5,4.5,2.5,2.5,1,1.5,2.1,3.071428571,3.875,1.666666667,3.2,3,3.916666667,4.1,1.5,1,3.2
85,Kanselarij 2016,4,30,0,0,20,2, ,3.5,4,3.5,2,4,2,1.5,2,4,5,4,4.5,2,3.5,5,4.5,2,1.5,4.5,2,2,4.5,1.5,1.5,4,4,4,2,3.5,3.5,2,4,3.5,4,3.5,2,4,4,4.5,4,2.5,4,1.5,1,2,4,2,4,5,4,2,4,4.5,4,4,2,2,4,4.5,5,4,4.5,2,2,2,2.5,4,2,3.4,4,4.25,3.166666667,3.9,3.8,3.583333333,1.8,2.8,0,3.9
86,Kanselarij 2016,5,27.5,0,40,19.14,1, ,4,1,1,4,4,1,1,4.5,4.5,4.5,4.5,4.5,1,5,4,4,4,4,2,1,1,5,4.5,4,2,4,4,4,1.5,3,2.5,2,1.5,1,1.5,3.5,4,4,5,2,2,2,1,2,2,4.5,1,2,4,2,2,5,5,5,2.5,2,2,4,5,4,2,2,4,2,2,3,3.5,4,2,4.642857143,4.5,1.75,3.2,3.1,2.166666667,3.3,3.2,1,3.2
87,Kanselarij 2016,5,32.5,20,80,20,2, ,5,4.5,4.5,1.5,1.5,1.5,1.5,2,3.5,3.5,5,3.5,2,3,5,4.5,4,4,1.5,2,2.5,3,1.5,1.5,4.5,4.5,4.5,1.5,1.5,3.5,5,5,1,2,1,5,5,4,3.5,4.5,2.5,1.5,3,2,2,4,4,2.5,4,4.5,4.5,4.5,4.5,4,1,1,2,4,3,4,2,2,1.5,1.5,1.5,2.5,1,1,4.6,3.785714286,4.125,1.333333333,3,3.7,2.166666667,1.5,1.5,0,3
88,Kanselarij 2016,3,19,0,0,20,2, ,4,5,1,4.5,5,2,1.5,3,2,3,4.5,4,1,4.5,5,1.5,2,1,5,3,4,4.5,3.5,4,2,5,3,1.5,3,3,3,2,1.5,3,4,1.5,4,3.5,5,4,4,4,1,1.5,2,1, ,1,5,1.5,1,4,4.5,5,4.5,2,2.5,4,5,4.5,4,5,4,1,3,3,3,4,2.5,3.571428571,4,2.916666667,4.4,2.625,4.25,3.1,2.9,0,4.4
89,Kanselarij 2016,5,29.25,100,20,16.21,1, ,5,4.5,5,1.5,2.5,2.5,3,1,4.5,3,4.5,3,3,4.5,4.5,4,1.5,2,3.5,4.5,4.5,5,2,2,4,4,3.5,4,5,2,1.5,5,3,4,5,1,1.5,2,2,3,3,2,4,4.5,1.5,2,2.5,1.5,3.5,4.5,3.5,3.5,3,3,5,4.5,4,4.5,2,1.5,4.5,4,2,2,2.5,4,4.5,1,4.5,3.214285714,4,4.25,2.4,2.4,4.333333333,2.1,3.7,1,2.4
90,Kanselarij 2016,5,22,80,0,20,2, ,2,3,2,4.5,5,4.5,4.5,1.5,3,4,2,2.5,2.5,3.5,2.5,2,4.5,5,1,1.5,1.5,3.5,4,3.5,2.5,2,4,4,2.5,2.5,4,3.5,2.5,2.5,2,4,2,3,4.5,3.5,3.5,4,2,2,4,3.5,2.5,4,4,1.5,1,1.5,1.5,3.5,2,4,3,2,4,4,1.5,1,3.5,4,2,3.5,2,2.5,1.9,2.285714286,2.875,2.666666667,3.9,3.2,1.666666667,3.4,2.9,0,3.9
91,Kanselarij 2016,5,40,80,40,19.42,1, ,1.5,1.5,1.5,4,4.5,4,4,2.5,2,2.5,2,3.5,4,2.5,2.5,2,1.5,1,4,3.5,3.5,1,4,3.5,1,1.5,1.5,2,4,1.5,2,1.5,2,1,1.5,2.5,3.5,2.5,4,3.5,2,1.5,1.5,2,1.5,4,4,1.5,2,2,1.5,2,2,2,3.5,2.5,3.5,4.5,4.5,4,4.5,5,5,4.5,4.5,4.5,4,4.5,1.6,2.357142857,2.25,2.333333333,3.1,3.6,3.583333333,4.3,3.8,1,3.1
92,Kanselarij 2016,5,19,60,20,18.16,1, ,1.5,1.5,3,4,4,4.5,3.5,4,3.5,4,1.5,3,1.5,4.5,3.5,3.5,2,2,1,1.5,3,1,4.5,4,2,1,2,1.5,1.5,1.5,3.5,3.5,3.5,3,4,1.5,2,2,4.5,4,4,2,1,2,2,4.5,5,4,4,2,2,1.5,2.5,4.5,4.5,4,4,4,5,4,4,4,4,5,4,4.5,2.5,2.5,2,2.857142857,4,3.833333333,3.9,4.3,2.416666667,4.3,2.5,1,3.9
93,Kanselarij 2016,3,42,66.7,0,20,2, ,4.5,4.5,4,2,3.5,2,1.5,4.5,4,5,4.5,4,1,5,5,5,4,2,4.5,4,1.5,4,2,2,3,4,4.5,5,3.5,2.5,2.5,2.5,4,4.5,4.5,2,3.5,2,5,5,4.5,4,1,2.5,3,4,1.5,4.5,5,4,2.5,4,4.5,5,4,2.5,4,3,5,3.5,2,4,3,2,1.5,3.5,3.5,3.5,3.9,4.357142857,5,3.916666667,4.7,3.3,3.333333333,2.1,3.8,0,4.7
94,Kanselarij 2016,5,28.8,40,20,20,2, ,2.5,4,2.5,2.5,4,2,2,2,2,2.5,4,2.5,2.5,3.5,4,4.5,4,4.5,2,1,1,3.5,2.5,2,3.5,3,5,3,2.5,3,4,3,1.5,3.5,2,4,4,3.5,3,3.5,2.5,2,4,4.5,2,3,3.5,2,2.5,3.5,2,4,4,3.5,2,2,2.5,4,2,1.5,2,1.5,2.5,3,1,3,2,3,2.9,3,3.875,2.25,2.6,2.8,1.833333333,2.2,2.7,0,2.6
95,Kanselarij 2016,5,29.2,40,20,19.09,1, ,2,3.5,1.5,4,4,2,2,2,3.5,4.5,4,3.5,2,3.5,4,3.5,4,5,2,1.5,1.5,4,2.5,3.5,3,2.5,4.5,2,1.5,4,4.5,4,2,2,2,4,4,3.5,4.5,2.5,2,2,2,1.5,3.5,4,1.5,4,4.5,2,2,4,4,4,2,2,2.5,2.5,4,4.5,2,1,3,3.5,1.5,2,1.5,2,2.2,3.642857143,3.75,2.083333333,3,3.3,2,2.8,1.8,1,3
96,Kanselarij 2016,5,27.4,20,40,14.32,1, ,4,4,2.5,2,4.5,2,2,4,4,4.5,4,4,1,4,4.5,4,3.5,3.5,3.5,4,2,4,2,2,4,3.5,4,2.5,2,4,4,4,2,4,2,4,4,4.5,3.5,4,4,5,2.5,4,1.5,4.5,1.5,2,4.5,4,1.5,4,4,5,2,2,1.5,4.5,3.5,2,2.5,2.5,2,2.5,2,2,2,2,3.2,4.071428571,4.375,2.25,4,2.9,3.083333333,2.1,2.1,1,4
97,Kanselarij 2016,5,42,50,60,10.47,1, ,4,4,4,1.5,1.5,1.5,1.5,1.5,4,4,4.5,4,1,4,5,4.5,2,1.5,4.5,2.5,4,4.5,1.5,1.5,4.5,4,5,3,2,3.5,4,3,1.5,4,2,4,4,3.5,4,4,4,3,1.5,2,2,4,4.5,4.5,1.5,4.5,4.5,4.5,4.5,5,2,2,2.5,4,4.5,4,4,4.5,1.5,2,1,2.5,2,3,4.2,3.857142857,4.625,2.333333333,3.9,4.2,4,1.5,2.5,1,3.9
98,Eernewoude 2016,7,35,42,28,20,2, ,3,4,3.5,2,2.5,2,1,4,3.5,4,3.5,4,1,3.5,4.5,4,4,3.5,2,2,4,4,2,2,3.5,4,3.5,4.5,4,3.5,2,2,1.5,3.5,1.5,4.5,4,3.5,4,4,4.5,4,1.5,2,4.5,4,1.5,2,3.5,4,3.5,4,5,5,1.5,2,2.5,1.5,4.5,4,2,2.5,2.5,2,2.5,2.5,4,4,3.6,4,4.25,2.083333333,4.2,2.6,2.75,2.2,3.8,0,4.2
99,Eernewoude 2016,6,29,50,0,20,2, ,1.5,1.5,2,4.5,4.5,4,4,2,3,2,1,3.5,2,5,3,4,2,1,4,2.5,5,4.5,4.5,4,3,2.5,2,2,1.5,3,4,3,1.5,2,2.5,4,3,3,5,4,5,3,2,4.5,2,1.5,2,1.5,4.5,1.5,1.5,2,2,4,2,3,3,4,4,1.5,4,5,3,3.5,4,3,2,3,1.6,2.214285714,4,2.333333333,4.2,2.1,4.166666667,3.8,2.3,0,4.2
100,Eernewoude 2016,5,25.5,40,0,20,2, ,3,4,5,2,2.5,2,2,2,3,3.5,5,3,1.5,3.5,5,5,4,4.5,1.5,1.5,2.5,3.5,1,1,4.5,4,4.5,4,4,2,2.5,2,4.5,4.5,4,2,3.5,2,4,2.5,2.5,2,2.5,2,2,5,4,5,2,4,3.5,4,4,4.5,4,2.5,4,4,3.5,4,2,1.5,1.5,2,1.5,4,3.5,4,3.9,3.5,4.5,3.916666667,2.9,4.4,2.083333333,1.4,3.9,0,2.9
101,Eernewoude 2016,6,38.75,33.3,33.3,19.34,1, ,2,2,2.5,4,4.5,4.5,4,4,2,2,1.5,2.5,4.5,1.5,2,2,4,4.5,1.5,1.5,1,1.5,4,4,1.5,2.5,2,4,4.5,2,1.5,1,3.5,2.5,4.5,1.5,2,2,4,2,2.5,2,1.5,4,2,2,4.5,4,2,2,1.5,1.5,2,1.5,4.5,4,4,4,4.5,2,2,1.5,4.5,3.5,4,4,4.5,5,2,2.214285714,1.75,3.833333333,3,3.3,1.5,4,4.4,1,3
102,Eernewoude 2016,6,34.4,50,16.7,18.57,1, ,1.5,2,1,4.5,5,5,3.5,2,2,4,2,3.5,1.5,3.5,4.5,5,4.5,3,4,2,4.5,4.5,4.5,4.5,3.5,2,2.5,2,2,3,4,4.5,2,1.5,2,2.5,3,2.5,4.5,4,3.5,3.5,1,2,4,4,5,4.5,4.5,1.5,1,1,2.5,4.5,3.5,3,3.5,2,5,4,1.5,3,2.5,4,3.5,3,2,1.5,1.4,2.428571429,4.375,2.583333333,4.1,3.9,3.25,3.8,2.1,1,4.1
103,Eernewoude 2016,6,29.3,33.3,0,18.25,1, ,4.5,3.5,2,2,4,2,1.5,4,5,5,5,4.5,2.5,5,4.5,4.5,4.5,2.5,3,2.5,3,5,1.5,2,4.5,4,3.5,2,2,3.5,4.5,4.5,4.5,4.5,4,2,2.5,3,2,4,4, ,4,1.5,1,5,1.5,1.5,5,4,2,4,4.5,3.5,4,3.5,3,5,2,4.5,1.5,3.5,1.5,2,2.5,2.5,1.5,1.5,3.2,4.571428571,4.375,3.916666667,3,3.5,3.083333333,1.9,1.9,1, 
104,Eernewoude 2016,6,38.6,33.3,0,20,2, ,1.5,1.5,1,5,5,5,4,5,4.5,3.5,2,4.5,1,4.5,5,2,1.5,1,5,5,5,1.5,5,4,4,1.5,2.5,4.5,3.5,1.5,1.5,1.5,2,4,5,2,2,1.5,5,4,5,4,1.5,4.5,2,2,1.5,1,3,1,1,1,2,5,4,4,4.5,4,4.5,1.5,4.5,5,2,4.5,3.5,4.5,4.5,4.5,1.2,3.214285714,4.125,3.916666667,4.5,2,4.333333333,3.8,4.3,0,4.5
105,Eernewoude 2016,5, ,40,40,13.26,1, ,1.5,2,1.5,4.5,4.5,4,4,5,44,4,2.5,5,1.5,5,3,3.5,4,4,2,4,2,2.5,4,4.5,2,1.5,3,5,4.5,2,1,1,4,5,5,1,1.5,2,4,2,5,5,1.5,5,4,1.5,1.5,1,5,1.5,1.5,2,2,4.5,5,4.5,4,2,4.5,1,2,2,4,4.5,3,4,5,5,1.6, ,4,4.583333333,4.1,1.4,2.416666667,4,4.7,1,4.1
106,Emmeloord 2016,6,16.67,50,0,20,2, ,3.3,1.7,1.4,3.7,4.6,1.6,1.9,4.4,4.8,1.8,4.2,3.9,1.5,4.8,3.4,1.9,4,2.5,1.8,1.6,2.8,3.6,1.4,1.6,4.6,4.2,4.8,4.5,3.5,1.6,2.4,2,1.6,2.2,4.4,1.8,2.7,1.4,4,3.5,2.2,1.7,1.7,3.3,4.4,1.5,1.6,2.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
107,Emmeloord 2016,8,19.5,37.5,0,20,2, ,4.8,4.6,4.2,1.8,1.6,1.9,3.4,2.4,4.2,2.6,3.8,2.7,2.7,3.4,4.6,2.6,2.7,1.7,4.3,2.5,3.4,3.8,1.6,2,4.8,3.9,2.7,1.7,2.2,3.6,4.1,4.7,1.7,2.1,1.7,4.3,4.4,3.1,4.1,3.9,3.5,1.3,2.3,3.9,1.8,4.1,3.4,4.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
108,Emmeloord 2016,6,19,66.66,66.66,20,2, ,2.6,1.7,1.4,5,4.3,4.1,1.4,4.1,1.9,2.5,1.7,3.7,1.7,3.5,3.7,1.6,4.2,2,2.3,4.5,1.9,4.7,4.2,1.4,1.8,3.1,3.2,4.1,4.6,1.7,1.7,1.8,3.5,4,4.7,1.3,1.7,2,3.8,3.3,4.2,2,1.9,4.7,4.5,1.4,1.6,1.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
